p,o,a,b,c
113,+,71965,81,65
113,+,71965,82,66
113,+,71965,83,67
113,+,71965,84,68
113,+,71965,85,69
113,+,71965,86,70
113,+,71965,87,71
113,+,71965,88,72
113,+,71965,89,73
113,+,71965,90,74
113,+,71965,91,75
113,+,71965,92,76
113,+,71965,93,77
113,+,71965,94,78
113,+,71965,95,79
113,+,71965,96,80
113,+,71965,97,81
113,+,71965,98,82
113,+,71965,99,83
113,+,71965,100,84
113,+,71965,101,85
113,+,71965,102,86
113,+,71965,103,87
113,+,71965,104,88
113,+,71965,105,89
113,+,71965,106,90
113,+,71965,107,91
113,+,71965,108,92
113,+,71965,109,93
113,+,71965,110,94
113,+,71965,111,95
113,+,71965,112,96
113,+,71965,113,97
113,+,18391,0,85
113,+,18391,1,86
113,+,18391,2,87
113,+,18391,3,88
113,+,18391,4,89
113,+,18391,5,90
113,+,18391,6,91
113,+,18391,7,92
113,+,18391,8,93
113,+,18391,9,94
113,+,18391,10,95
113,+,18391,11,96
113,+,18391,12,97
113,+,18391,13,98
113,+,18391,14,99
113,+,18391,15,100
113,+,18391,16,101
113,+,18391,17,102
113,+,18391,18,103
113,+,18391,19,104
113,+,18391,20,105
113,+,18391,21,106
113,+,18391,22,107
113,+,18391,23,108
113,+,18391,24,109
113,+,18391,25,110
113,+,18391,26,111
113,+,18391,27,112
113,+,18391,28,0
113,+,18391,29,1
113,+,18391,30,2
113,+,18391,31,3
113,+,18391,32,4
113,+,18391,33,5
113,+,18391,34,6
113,+,18391,35,7
113,+,18391,36,8
113,+,18391,37,9
113,+,18391,38,10
113,+,18391,39,11
113,+,18391,40,12
113,+,18391,41,13
113,+,18391,42,14
113,+,18391,43,15
113,+,18391,44,16
113,+,18391,45,17
113,+,18391,46,18
113,+,18391,47,19
113,+,18391,48,20
113,+,18391,49,21
113,+,18391,50,22
113,+,18391,51,23
113,+,18391,52,24
113,+,18391,53,25
113,+,18391,54,26
113,+,18391,55,27
113,+,18391,56,28
113,+,18391,57,29
113,+,18391,58,30
113,+,18391,59,31
113,+,18391,60,32
113,+,18391,61,33
113,+,18391,62,34
113,+,18391,63,35
113,+,18391,64,36
113,+,18391,65,37
113,+,18391,66,38
113,+,18391,67,39
113,+,18391,68,40
113,+,18391,69,41
113,+,18391,70,42
113,+,18391,71,43
113,+,18391,72,44
113,+,18391,73,45
113,+,18391,74,46
113,+,18391,75,47
113,+,18391,76,48
113,+,18391,77,49
113,+,18391,78,50
113,+,18391,79,51
113,+,18391,80,52
113,+,18391,81,53
113,+,18391,82,54
113,+,18391,83,55
113,+,18391,84,56
113,+,18391,85,57
113,+,18391,86,58
113,+,18391,87,59
113,+,18391,88,60
113,+,18391,89,61
113,+,18391,90,62
113,+,18391,91,63
113,+,18391,92,64
113,+,18391,93,65
113,+,18391,94,66
113,+,18391,95,67
113,+,18391,96,68
113,+,18391,97,69
113,+,18391,98,70
113,+,18391,99,71
113,+,18391,100,72
113,+,18391,101,73
113,+,18391,102,74
113,+,18391,103,75
113,+,18391,104,76
113,+,18391,105,77
113,+,18391,106,78
113,+,18391,107,79
113,+,18391,108,80
113,+,18391,109,81
113,+,18391,110,82
113,+,18391,111,83
113,+,18391,112,84
113,+,18391,113,85
113,+,94245,0,3
113,+,94245,1,4
113,+,94245,2,5
113,+,94245,3,6
113,+,94245,4,7
113,+,94245,5,8
113,+,94245,6,9
113,+,94245,7,10
113,+,94245,8,11
113,+,94245,9,12
113,+,94245,10,13
113,+,94245,11,14
113,+,94245,12,15
113,+,94245,13,16
113,+,94245,14,17
113,+,94245,15,18
113,+,94245,16,19
113,+,94245,17,20
113,+,94245,18,21
113,+,94245,19,22
113,+,94245,20,23
113,+,94245,21,24
113,+,94245,22,25
113,+,94245,23,26
113,+,94245,24,27
113,+,94245,25,28
113,+,94245,26,29
113,+,94245,27,30
113,+,94245,28,31
113,+,94245,29,32
113,+,94245,30,33
113,+,94245,31,34
113,+,94245,32,35
113,+,94245,33,36
113,+,94245,34,37
113,+,94245,35,38
113,+,94245,36,39
113,+,94245,37,40
113,+,94245,38,41
113,+,94245,39,42
113,+,94245,40,43
113,+,94245,41,44
113,+,94245,42,45
113,+,94245,43,46
113,+,94245,44,47
113,+,94245,45,48
113,+,94245,46,49
113,+,94245,47,50
113,+,94245,48,51
113,+,94245,49,52
113,+,94245,50,53
113,+,94245,51,54
113,+,94245,52,55
113,+,94245,53,56
113,+,94245,54,57
113,+,94245,55,58
113,+,94245,56,59
113,+,94245,57,60
113,+,94245,58,61
113,+,94245,59,62
113,+,94245,60,63
113,+,94245,61,64
113,+,94245,62,65
113,+,94245,63,66
113,+,94245,64,67
113,+,94245,65,68
113,+,94245,66,69
113,+,94245,67,70
113,+,94245,68,71
113,+,94245,69,72
113,+,94245,70,73
113,+,94245,71,74
113,+,94245,72,75
113,+,94245,73,76
113,+,94245,74,77
113,+,94245,75,78
113,+,94245,76,79
113,+,94245,77,80
113,+,94245,78,81
113,+,94245,79,82
113,+,94245,80,83
113,+,94245,81,84
113,+,94245,82,85
113,+,94245,83,86
113,+,94245,84,87
113,+,94245,85,88
113,+,94245,86,89
113,+,94245,87,90
113,+,94245,88,91
113,+,94245,89,92
113,+,94245,90,93
113,+,94245,91,94
113,+,94245,92,95
113,+,94245,93,96
113,+,94245,94,97
113,+,94245,95,98
113,+,94245,96,99
113,+,94245,97,100
113,+,94245,98,101
113,+,94245,99,102
113,+,94245,100,103
113,+,94245,101,104
113,+,94245,102,105
113,+,94245,103,106
113,+,94245,104,107
113,+,94245,105,108
113,+,94245,106,109
113,+,94245,107,110
113,+,94245,108,111
113,+,94245,109,112
113,+,94245,110,0
113,+,94245,111,1
113,+,94245,112,2
113,+,94245,113,3
113,+,99308,0,94
113,+,99308,1,95
113,+,99308,2,96
113,+,99308,3,97
113,+,99308,4,98
113,+,99308,5,99
113,+,99308,6,100
113,+,99308,7,101
113,+,99308,8,102
113,+,99308,9,103
113,+,99308,10,104
113,+,99308,11,105
113,+,99308,12,106
113,+,99308,13,107
113,+,99308,14,108
113,+,99308,15,109
113,+,99308,16,110
113,+,99308,17,111
113,+,99308,18,112
113,+,99308,19,0
113,+,99308,20,1
113,+,99308,21,2
113,+,99308,22,3
113,+,99308,23,4
113,+,99308,24,5
113,+,99308,25,6
113,+,99308,26,7
113,+,99308,27,8
113,+,99308,28,9
113,+,99308,29,10
113,+,99308,30,11
113,+,99308,31,12
113,+,99308,32,13
113,+,99308,33,14
113,+,99308,34,15
113,+,99308,35,16
113,+,99308,36,17
113,+,99308,37,18
113,+,99308,38,19
113,+,99308,39,20
113,+,99308,40,21
113,+,99308,41,22
113,+,99308,42,23
113,+,99308,43,24
113,+,99308,44,25
113,+,99308,45,26
113,+,99308,46,27
113,+,99308,47,28
113,+,99308,48,29
113,+,99308,49,30
113,+,99308,50,31
113,+,99308,51,32
113,+,99308,52,33
113,+,99308,53,34
113,+,99308,54,35
113,+,99308,55,36
113,+,99308,56,37
113,+,99308,57,38
113,+,99308,58,39
113,+,99308,59,40
113,+,99308,60,41
113,+,99308,61,42
113,+,99308,62,43
113,+,99308,63,44
113,+,99308,64,45
113,+,99308,65,46
113,+,99308,66,47
113,+,99308,67,48
113,+,99308,68,49
113,+,99308,69,50
113,+,99308,70,51
113,+,99308,71,52
113,+,99308,72,53
113,+,99308,73,54
113,+,99308,74,55
113,+,99308,75,56
113,+,99308,76,57
113,+,99308,77,58
113,+,99308,78,59
113,+,99308,79,60
113,+,99308,80,61
113,+,99308,81,62
113,+,99308,82,63
113,+,99308,83,64
113,+,99308,84,65
113,+,99308,85,66
113,+,99308,86,67
113,+,99308,87,68
113,+,99308,88,69
113,+,99308,89,70
113,+,99308,90,71
113,+,99308,91,72
113,+,99308,92,73
113,+,99308,93,74
113,+,99308,94,75
113,+,99308,95,76
113,+,99308,96,77
113,+,99308,97,78
113,+,99308,98,79
113,+,99308,99,80
113,+,99308,100,81
113,+,99308,101,82
113,+,99308,102,83
113,+,99308,103,84
113,+,99308,104,85
113,+,99308,105,86
113,+,99308,106,87
113,+,99308,107,88
113,+,99308,108,89
113,+,99308,109,90
113,+,99308,110,91
113,+,99308,111,92
113,+,99308,112,93
113,+,99308,113,94
113,+,18628,0,96
113,+,18628,1,97
113,+,18628,2,98
113,+,18628,3,99
113,+,18628,4,100
113,+,18628,5,101
113,+,18628,6,102
113,+,18628,7,103
113,+,18628,8,104
113,+,18628,9,105
113,+,18628,10,106
113,+,18628,11,107
113,+,18628,12,108
113,+,18628,13,109
113,+,18628,14,110
113,+,18628,15,111
113,+,18628,16,112
113,+,18628,17,0
113,+,18628,18,1
113,+,18628,19,2
113,+,18628,20,3
113,+,18628,21,4
113,+,18628,22,5
113,+,18628,23,6
113,+,18628,24,7
113,+,18628,25,8
113,+,18628,26,9
113,+,18628,27,10
113,+,18628,28,11
113,+,18628,29,12
113,+,18628,30,13
113,+,18628,31,14
113,+,18628,32,15
113,+,18628,33,16
113,+,18628,34,17
113,+,18628,35,18
113,+,18628,36,19
113,+,18628,37,20
113,+,18628,38,21
113,+,18628,39,22
113,+,18628,40,23
113,+,18628,41,24
113,+,18628,42,25
113,+,18628,43,26
113,+,18628,44,27
113,+,18628,45,28
113,+,18628,46,29
113,+,18628,47,30
113,+,18628,48,31
113,+,18628,49,32
113,+,18628,50,33
113,+,18628,51,34
113,+,18628,52,35
113,+,18628,53,36
113,+,18628,54,37
113,+,18628,55,38
113,+,18628,56,39
113,+,18628,57,40
113,+,18628,58,41
113,+,18628,59,42
113,+,18628,60,43
113,+,18628,61,44
113,+,18628,62,45
113,+,18628,63,46
113,+,18628,64,47
113,+,18628,65,48
113,+,18628,66,49
113,+,18628,67,50
113,+,18628,68,51
113,+,18628,69,52
113,+,18628,70,53
113,+,18628,71,54
113,+,18628,72,55
113,+,18628,73,56
113,+,18628,74,57
113,+,18628,75,58
113,+,18628,76,59
113,+,18628,77,60
113,+,18628,78,61
113,+,18628,79,62
113,+,18628,80,63
113,+,18628,81,64
113,+,18628,82,65
113,+,18628,83,66
113,+,18628,84,67
113,+,18628,85,68
113,+,18628,86,69
113,+,18628,87,70
113,+,18628,88,71
113,+,18628,89,72
113,+,18628,90,73
113,+,18628,91,74
113,+,18628,92,75
113,+,18628,93,76
113,+,18628,94,77
113,+,18628,95,78
113,+,18628,96,79
113,+,18628,97,80
113,+,18628,98,81
113,+,18628,99,82
113,+,18628,100,83
113,+,18628,101,84
113,+,18628,102,85
113,+,18628,103,86
113,+,18628,104,87
113,+,18628,105,88
113,+,18628,106,89
113,+,18628,107,90
113,+,18628,108,91
113,+,18628,109,92
113,+,18628,110,93
113,+,18628,111,94
113,+,18628,112,95
113,+,18628,113,96
113,+,60444,0,102
113,+,60444,1,103
113,+,60444,2,104
113,+,60444,3,105
113,+,60444,4,106
113,+,60444,5,107
113,+,60444,6,108
113,+,60444,7,109
113,+,60444,8,110
113,+,60444,9,111
113,+,60444,10,112
113,+,60444,11,0
113,+,60444,12,1
113,+,60444,13,2
113,+,60444,14,3
113,+,60444,15,4
113,+,60444,16,5
113,+,60444,17,6
113,+,60444,18,7
113,+,60444,19,8
113,+,60444,20,9
113,+,60444,21,10
113,+,60444,22,11
113,+,60444,23,12
113,+,60444,24,13
113,+,60444,25,14
113,+,60444,26,15
113,+,60444,27,16
113,+,60444,28,17
113,+,60444,29,18
113,+,60444,30,19
113,+,60444,31,20
113,+,60444,32,21
113,+,60444,33,22
113,+,60444,34,23
113,+,60444,35,24
113,+,60444,36,25
113,+,60444,37,26
113,+,60444,38,27
113,+,60444,39,28
113,+,60444,40,29
113,+,60444,41,30
113,+,60444,42,31
113,+,60444,43,32
113,+,60444,44,33
113,+,60444,45,34
113,+,60444,46,35
113,+,60444,47,36
113,+,60444,48,37
113,+,60444,49,38
113,+,60444,50,39
113,+,60444,51,40
113,+,60444,52,41
113,+,60444,53,42
113,+,60444,54,43
113,+,60444,55,44
113,+,60444,56,45
113,+,60444,57,46
113,+,60444,58,47
113,+,60444,59,48
113,+,60444,60,49
113,+,60444,61,50
113,+,60444,62,51
113,+,60444,63,52
113,+,60444,64,53
113,+,60444,65,54
113,+,60444,66,55
113,+,60444,67,56
113,+,60444,68,57
113,+,60444,69,58
113,+,60444,70,59
113,+,60444,71,60
113,+,60444,72,61
113,+,60444,73,62
113,+,60444,74,63
113,+,60444,75,64
113,+,60444,76,65
113,+,60444,77,66
113,+,60444,78,67
113,+,60444,79,68
113,+,60444,80,69
113,+,60444,81,70
113,+,60444,82,71
113,+,60444,83,72
113,+,60444,84,73
113,+,60444,85,74
113,+,60444,86,75
113,+,60444,87,76
113,+,60444,88,77
113,+,60444,89,78
113,+,60444,90,79
113,+,60444,91,80
113,+,60444,92,81
113,+,60444,93,82
113,+,60444,94,83
113,+,60444,95,84
113,+,60444,96,85
113,+,60444,97,86
113,+,60444,98,87
113,+,60444,99,88
113,+,60444,100,89
113,+,60444,101,90
113,+,60444,102,91
113,+,60444,103,92
113,+,60444,104,93
113,+,60444,105,94
113,+,60444,106,95
113,+,60444,107,96
113,+,60444,108,97
113,+,60444,109,98
113,+,60444,110,99
113,+,60444,111,100
113,+,60444,112,101
113,+,60444,113,102
113,+,84344,0,46
113,+,84344,1,47
113,+,84344,2,48
113,+,84344,3,49
113,+,84344,4,50
113,+,84344,5,51
113,+,84344,6,52
113,+,84344,7,53
113,+,84344,8,54
113,+,84344,9,55
113,+,84344,10,56
113,+,84344,11,57
113,+,84344,12,58
113,+,84344,13,59
113,+,84344,14,60
113,+,84344,15,61
113,+,84344,16,62
113,+,84344,17,63
113,+,84344,18,64
113,+,84344,19,65
113,+,84344,20,66
113,+,84344,21,67
113,+,84344,22,68
113,+,84344,23,69
113,+,84344,24,70
113,+,84344,25,71
113,+,84344,26,72
113,+,84344,27,73
113,+,84344,28,74
113,+,84344,29,75
113,+,84344,30,76
113,+,84344,31,77
113,+,84344,32,78
113,+,84344,33,79
113,+,84344,34,80
113,+,84344,35,81
113,+,84344,36,82
113,+,84344,37,83
113,+,84344,38,84
113,+,84344,39,85
113,+,84344,40,86
113,+,84344,41,87
113,+,84344,42,88
113,+,84344,43,89
113,+,84344,44,90
113,+,84344,45,91
113,+,84344,46,92
113,+,84344,47,93
113,+,84344,48,94
113,+,84344,49,95
113,+,84344,50,96
113,+,84344,51,97
113,+,84344,52,98
113,+,84344,53,99
113,+,84344,54,100
113,+,84344,55,101
113,+,84344,56,102
113,+,84344,57,103
113,+,84344,58,104
113,+,84344,59,105
113,+,84344,60,106
113,+,84344,61,107
113,+,84344,62,108
113,+,84344,63,109
113,+,84344,64,110
113,+,84344,65,111
113,+,84344,66,112
113,+,84344,67,0
113,+,84344,68,1
113,+,84344,69,2
113,+,84344,70,3
113,+,84344,71,4
113,+,84344,72,5
113,+,84344,73,6
113,+,84344,74,7
113,+,84344,75,8
113,+,84344,76,9
113,+,84344,77,10
113,+,84344,78,11
113,+,84344,79,12
113,+,84344,80,13
113,+,84344,81,14
113,+,84344,82,15
113,+,84344,83,16
113,+,84344,84,17
113,+,84344,85,18
113,+,84344,86,19
113,+,84344,87,20
113,+,84344,88,21
113,+,84344,89,22
113,+,84344,90,23
113,+,84344,91,24
113,+,84344,92,25
113,+,84344,93,26
113,+,84344,94,27
113,+,84344,95,28
113,+,84344,96,29
113,+,84344,97,30
113,+,84344,98,31
113,+,84344,99,32
113,+,84344,100,33
113,+,84344,101,34
113,+,84344,102,35
113,+,84344,103,36
113,+,84344,104,37
113,+,84344,105,38
113,+,84344,106,39
113,+,84344,107,40
113,+,84344,108,41
113,+,84344,109,42
113,+,84344,110,43
113,+,84344,111,44
113,+,84344,112,45
113,+,84344,113,46
113,+,58742,0,95
113,+,58742,1,96
113,+,58742,2,97
113,+,58742,3,98
113,+,58742,4,99
113,+,58742,5,100
113,+,58742,6,101
113,+,58742,7,102
113,+,58742,8,103
113,+,58742,9,104
113,+,58742,10,105
113,+,58742,11,106
113,+,58742,12,107
113,+,58742,13,108
113,+,58742,14,109
113,+,58742,15,110
113,+,58742,16,111
113,+,58742,17,112
113,+,58742,18,0
113,+,58742,19,1
113,+,58742,20,2
113,+,58742,21,3
113,+,58742,22,4
113,+,58742,23,5
113,+,58742,24,6
113,+,58742,25,7
113,+,58742,26,8
113,+,58742,27,9
113,+,58742,28,10
113,+,58742,29,11
113,+,58742,30,12
113,+,58742,31,13
113,+,58742,32,14
113,+,58742,33,15
113,+,58742,34,16
113,+,58742,35,17
113,+,58742,36,18
113,+,58742,37,19
113,+,58742,38,20
113,+,58742,39,21
113,+,58742,40,22
113,+,58742,41,23
113,+,58742,42,24
113,+,58742,43,25
113,+,58742,44,26
113,+,58742,45,27
113,+,58742,46,28
113,+,58742,47,29
113,+,58742,48,30
113,+,58742,49,31
113,+,58742,50,32
113,+,58742,51,33
113,+,58742,52,34
113,+,58742,53,35
113,+,58742,54,36
113,+,58742,55,37
113,+,58742,56,38
113,+,58742,57,39
113,+,58742,58,40
113,+,58742,59,41
113,+,58742,60,42
113,+,58742,61,43
113,+,58742,62,44
113,+,58742,63,45
113,+,58742,64,46
113,+,58742,65,47
113,+,58742,66,48
113,+,58742,67,49
113,+,58742,68,50
113,+,58742,69,51
113,+,58742,70,52
113,+,58742,71,53
113,+,58742,72,54
113,+,58742,73,55
113,+,58742,74,56
113,+,58742,75,57
113,+,58742,76,58
113,+,58742,77,59
113,+,58742,78,60
113,+,58742,79,61
113,+,58742,80,62
113,+,58742,81,63
113,+,58742,82,64
113,+,58742,83,65
113,+,58742,84,66
113,+,58742,85,67
113,+,58742,86,68
113,+,58742,87,69
113,+,58742,88,70
113,+,58742,89,71
113,+,58742,90,72
113,+,58742,91,73
113,+,58742,92,74
113,+,58742,93,75
113,+,58742,94,76
113,+,58742,95,77
113,+,58742,96,78
113,+,58742,97,79
113,+,58742,98,80
113,+,58742,99,81
113,+,58742,100,82
113,+,58742,101,83
113,+,58742,102,84
113,+,58742,103,85
113,+,58742,104,86
113,+,58742,105,87
113,+,58742,106,88
113,+,58742,107,89
113,+,58742,108,90
113,+,58742,109,91
113,+,58742,110,92
113,+,58742,111,93
113,+,58742,112,94
113,+,58742,113,95
113,+,61287,0,41
113,+,61287,1,42
113,+,61287,2,43
113,+,61287,3,44
113,+,61287,4,45
113,+,61287,5,46
113,+,61287,6,47
113,+,61287,7,48
113,+,61287,8,49
113,+,61287,9,50
113,+,61287,10,51
113,+,61287,11,52
113,+,61287,12,53
113,+,61287,13,54
113,+,61287,14,55
113,+,61287,15,56
113,+,61287,16,57
113,+,61287,17,58
113,+,61287,18,59
113,+,61287,19,60
113,+,61287,20,61
113,+,61287,21,62
113,+,61287,22,63
113,+,61287,23,64
113,+,61287,24,65
113,+,61287,25,66
113,+,61287,26,67
113,+,61287,27,68
113,+,61287,28,69
113,+,61287,29,70
113,+,61287,30,71
113,+,61287,31,72
113,+,61287,32,73
113,+,61287,33,74
113,+,61287,34,75
113,+,61287,35,76
113,+,61287,36,77
113,+,61287,37,78
113,+,61287,38,79
113,+,61287,39,80
113,+,61287,40,81
113,+,61287,41,82
113,+,61287,42,83
113,+,61287,43,84
113,+,61287,44,85
113,+,61287,45,86
113,+,61287,46,87
113,+,61287,47,88
113,+,61287,48,89
113,+,61287,49,90
113,+,61287,50,91
113,+,61287,51,92
113,+,61287,52,93
113,+,61287,53,94
113,+,61287,54,95
113,+,61287,55,96
113,+,61287,56,97
113,+,61287,57,98
113,+,61287,58,99
113,+,61287,59,100
113,+,61287,60,101
113,+,61287,61,102
113,+,61287,62,103
113,+,61287,63,104
113,+,61287,64,105
113,+,61287,65,106
113,+,61287,66,107
113,+,61287,67,108
113,+,61287,68,109
113,+,61287,69,110
113,+,61287,70,111
113,+,61287,71,112
113,+,61287,72,0
113,+,61287,73,1
113,+,61287,74,2
113,+,61287,75,3
113,+,61287,76,4
113,+,61287,77,5
113,+,61287,78,6
113,+,61287,79,7
113,+,61287,80,8
113,+,61287,81,9
113,+,61287,82,10
113,+,61287,83,11
113,+,61287,84,12
113,+,61287,85,13
113,+,61287,86,14
113,+,61287,87,15
113,+,61287,88,16
113,+,61287,89,17
113,+,61287,90,18
113,+,61287,91,19
113,+,61287,92,20
113,+,61287,93,21
113,+,61287,94,22
113,+,61287,95,23
113,+,61287,96,24
113,+,61287,97,25
113,+,61287,98,26
113,+,61287,99,27
113,+,61287,100,28
113,+,61287,101,29
113,+,61287,102,30
113,+,61287,103,31
113,+,61287,104,32
113,+,61287,105,33
113,+,61287,106,34
113,+,61287,107,35
113,+,61287,108,36
113,+,61287,109,37
113,+,61287,110,38
113,+,61287,111,39
113,+,61287,112,40
113,+,61287,113,41
113,+,78097,0,14
113,+,78097,1,15
113,+,78097,2,16
113,+,78097,3,17
113,+,78097,4,18
113,+,78097,5,19
113,+,78097,6,20
113,+,78097,7,21
113,+,78097,8,22
113,+,78097,9,23
113,+,78097,10,24
113,+,78097,11,25
113,+,78097,12,26
113,+,78097,13,27
113,+,78097,14,28
113,+,78097,15,29
113,+,78097,16,30
113,+,78097,17,31
113,+,78097,18,32
113,+,78097,19,33
113,+,78097,20,34
113,+,78097,21,35
113,+,78097,22,36
113,+,78097,23,37
113,+,78097,24,38
113,+,78097,25,39
113,+,78097,26,40
113,+,78097,27,41
113,+,78097,28,42
113,+,78097,29,43
113,+,78097,30,44
113,+,78097,31,45
113,+,78097,32,46
113,+,78097,33,47
113,+,78097,34,48
113,+,78097,35,49
113,+,78097,36,50
113,+,78097,37,51
113,+,78097,38,52
113,+,78097,39,53
113,+,78097,40,54
113,+,78097,41,55
113,+,78097,42,56
113,+,78097,43,57
113,+,78097,44,58
113,+,78097,45,59
113,+,78097,46,60
113,+,78097,47,61
113,+,78097,48,62
113,+,78097,49,63
113,+,78097,50,64
113,+,78097,51,65
113,+,78097,52,66
113,+,78097,53,67
113,+,78097,54,68
113,+,78097,55,69
113,+,78097,56,70
113,+,78097,57,71
113,+,78097,58,72
113,+,78097,59,73
113,+,78097,60,74
113,+,78097,61,75
113,+,78097,62,76
113,+,78097,63,77
113,+,78097,64,78
113,+,78097,65,79
113,+,78097,66,80
113,+,78097,67,81
113,+,78097,68,82
113,+,78097,69,83
113,+,78097,70,84
113,+,78097,71,85
113,+,78097,72,86
113,+,78097,73,87
113,+,78097,74,88
113,+,78097,75,89
113,+,78097,76,90
113,+,78097,77,91
113,+,78097,78,92
113,+,78097,79,93
113,+,78097,80,94
113,+,78097,81,95
113,+,78097,82,96
113,+,78097,83,97
113,+,78097,84,98
113,+,78097,85,99
113,+,78097,86,100
113,+,78097,87,101
113,+,78097,88,102
113,+,78097,89,103
113,+,78097,90,104
113,+,78097,91,105
113,+,78097,92,106
113,+,78097,93,107
113,+,78097,94,108
113,+,78097,95,109
113,+,78097,96,110
113,+,78097,97,111
113,+,78097,98,112
113,+,78097,99,0
113,+,78097,100,1
113,+,78097,101,2
113,+,78097,102,3
113,+,78097,103,4
113,+,78097,104,5
113,+,78097,105,6
113,+,78097,106,7
113,+,78097,107,8
113,+,78097,108,9
113,+,78097,109,10
113,+,78097,110,11
113,+,78097,111,12
113,+,78097,112,13
113,+,78097,113,14
113,+,5188,0,103
113,+,5188,1,104
113,+,5188,2,105
113,+,5188,3,106
113,+,5188,4,107
113,+,5188,5,108
113,+,5188,6,109
113,+,5188,7,110
113,+,5188,8,111
113,+,5188,9,112
113,+,5188,10,0
113,+,5188,11,1
113,+,5188,12,2
113,+,5188,13,3
113,+,5188,14,4
113,+,5188,15,5
113,+,5188,16,6
113,+,5188,17,7
113,+,5188,18,8
113,+,5188,19,9
113,+,5188,20,10
113,+,5188,21,11
113,+,5188,22,12
113,+,5188,23,13
113,+,5188,24,14
113,+,5188,25,15
113,+,5188,26,16
113,+,5188,27,17
113,+,5188,28,18
113,+,5188,29,19
113,+,5188,30,20
113,+,5188,31,21
113,+,5188,32,22
113,+,5188,33,23
113,+,5188,34,24
113,+,5188,35,25
113,+,5188,36,26
113,+,5188,37,27
113,+,5188,38,28
113,+,5188,39,29
113,+,5188,40,30
113,+,5188,41,31
113,+,5188,42,32
113,+,5188,43,33
113,+,5188,44,34
113,+,5188,45,35
113,+,5188,46,36
113,+,5188,47,37
113,+,5188,48,38
113,+,5188,49,39
113,+,5188,50,40
113,+,5188,51,41
113,+,5188,52,42
113,+,5188,53,43
113,+,5188,54,44
113,+,5188,55,45
113,+,5188,56,46
113,+,5188,57,47
113,+,5188,58,48
113,+,5188,59,49
113,+,5188,60,50
113,+,5188,61,51
113,+,5188,62,52
113,+,5188,63,53
113,+,5188,64,54
113,+,5188,65,55
113,+,5188,66,56
113,+,5188,67,57
113,+,5188,68,58
113,+,5188,69,59
113,+,5188,70,60
113,+,5188,71,61
113,+,5188,72,62
113,+,5188,73,63
113,+,5188,74,64
113,+,5188,75,65
113,+,5188,76,66
113,+,5188,77,67
113,+,5188,78,68
113,+,5188,79,69
113,+,5188,80,70
113,+,5188,81,71
113,+,5188,82,72
113,+,5188,83,73
113,+,5188,84,74
113,+,5188,85,75
113,+,5188,86,76
113,+,5188,87,77
113,+,5188,88,78
113,+,5188,89,79
113,+,5188,90,80
113,+,5188,91,81
113,+,5188,92,82
113,+,5188,93,83
113,+,5188,94,84
113,+,5188,95,85
113,+,5188,96,86
113,+,5188,97,87
113,+,5188,98,88
113,+,5188,99,89
113,+,5188,100,90
113,+,5188,101,91
113,+,5188,102,92
113,+,5188,103,93
113,+,5188,104,94
113,+,5188,105,95
113,+,5188,106,96
113,+,5188,107,97
113,+,5188,108,98
113,+,5188,109,99
113,+,5188,110,100
113,+,5188,111,101
113,+,5188,112,102
113,+,5188,113,103
113,+,38353,0,46
113,+,38353,1,47
113,+,38353,2,48
113,+,38353,3,49
113,+,38353,4,50
113,+,38353,5,51
113,+,38353,6,52
113,+,38353,7,53
113,+,38353,8,54
113,+,38353,9,55
113,+,38353,10,56
113,+,38353,11,57
113,+,38353,12,58
113,+,38353,13,59
113,+,38353,14,60
113,+,38353,15,61
113,+,38353,16,62
113,+,38353,17,63
113,+,38353,18,64
113,+,38353,19,65
113,+,38353,20,66
113,+,38353,21,67
113,+,38353,22,68
113,+,38353,23,69
113,+,38353,24,70
113,+,38353,25,71
113,+,38353,26,72
113,+,38353,27,73
113,+,38353,28,74
113,+,38353,29,75
113,+,38353,30,76
113,+,38353,31,77
113,+,38353,32,78
113,+,38353,33,79
113,+,38353,34,80
113,+,38353,35,81
113,+,38353,36,82
113,+,38353,37,83
113,+,38353,38,84
113,+,38353,39,85
113,+,38353,40,86
113,+,38353,41,87
113,+,38353,42,88
113,+,38353,43,89
113,+,38353,44,90
113,+,38353,45,91
113,+,38353,46,92
113,+,38353,47,93
113,+,38353,48,94
113,+,38353,49,95
113,+,38353,50,96
113,+,38353,51,97
113,+,38353,52,98
113,+,38353,53,99
113,+,38353,54,100
113,+,38353,55,101
113,+,38353,56,102
113,+,38353,57,103
113,+,38353,58,104
113,+,38353,59,105
113,+,38353,60,106
113,+,38353,61,107
113,+,38353,62,108
113,+,38353,63,109
113,+,38353,64,110
113,+,38353,65,111
113,+,38353,66,112
113,+,38353,67,0
113,+,38353,68,1
113,+,38353,69,2
113,+,38353,70,3
113,+,38353,71,4
113,+,38353,72,5
113,+,38353,73,6
113,+,38353,74,7
113,+,38353,75,8
113,+,38353,76,9
113,+,38353,77,10
113,+,38353,78,11
113,+,38353,79,12
113,+,38353,80,13
113,+,38353,81,14
113,+,38353,82,15
113,+,38353,83,16
113,+,38353,84,17
113,+,38353,85,18
113,+,38353,86,19
113,+,38353,87,20
113,+,38353,88,21
113,+,38353,89,22
113,+,38353,90,23
113,+,38353,91,24
113,+,38353,92,25
113,+,38353,93,26
113,+,38353,94,27
113,+,38353,95,28
113,+,38353,96,29
113,+,38353,97,30
