p,o,a,b,c
97,+,10,15,25
113,/,62,26,2
113,-,4,2,2
113,+,74,26,100
97,/,4,61,0
113,+,100,31,18
97,/,63,78,0
97,+,78,43,24
97,-,79,13,66
97,/,31,5,6
97,-,76,43,33
113,/,34,65,0
97,-,28,58,67
113,/,0,49,0
113,+,56,87,30
97,-,24,70,51
113,+,73,13,86
113,-,67,29,38
113,+,90,59,36
113,/,111,65,1
113,+,35,39,74
113,/,100,91,1
113,+,92,36,15
113,/,8,84,0
113,-,98,47,51
97,/,63,48,1
97,+,0,61,61
113,-,101,12,89
97,-,97,82,15
113,+,83,17,100
113,+,42,68,110
97,/,90,10,9
97,+,8,89,0
97,/,56,35,1
97,+,75,6,81
113,-,64,94,83
97,/,11,3,3
97,-,47,23,24
97,-,76,19,57
113,+,58,107,52
97,-,38,35,3
113,/,56,14,4
113,/,34,84,0
97,-,6,2,4
97,/,14,28,0
113,/,100,111,0
113,/,13,60,0
97,-,14,90,21
113,+,78,53,18
97,/,58,74,0
113,/,22,24,0
113,+,32,44,76
97,-,24,49,72
97,/,7,76,0
113,+,50,37,87
113,+,70,72,29
113,-,6,33,86
97,/,86,88,0
113,-,105,75,30
97,+,89,29,21
113,+,41,91,19
113,-,58,87,84
113,+,113,46,46
113,+,103,65,55
113,-,14,84,43
97,+,70,11,81
97,/,42,56,0
113,+,83,41,11
113,/,109,70,1
97,+,5,11,16
97,/,79,68,1
97,/,28,87,0
113,-,2,3,112
113,-,68,11,57
113,/,98,7,14
113,+,59,66,12
113,/,103,19,5
113,/,2,33,0
113,+,102,43,32
113,/,78,106,0
113,-,61,77,97
97,/,2,90,0
113,+,51,96,34
97,-,88,23,65
113,-,98,91,7
113,+,42,26,68
113,/,94,33,2
113,-,36,95,54
113,/,102,38,2
113,/,47,53,0
113,/,8,112,0
97,+,68,76,47
97,+,84,77,64
97,+,57,42,2
113,-,100,20,80
113,/,60,106,0
113,-,30,29,1
97,+,4,68,72
97,-,66,17,49
97,+,82,30,15
113,/,27,10,2
97,+,79,97,79
113,-,64,19,45
113,-,45,57,101
113,/,23,63,0
113,-,36,41,108
97,+,32,65,0
97,/,88,30,2
97,-,63,27,36
97,/,78,72,1
113,+,96,52,35
97,-,2,30,69
113,/,5,14,0
97,+,24,29,53
97,/,41,79,0
113,-,28,110,31
113,/,104,102,1
97,+,62,5,67
113,+,107,76,70
113,+,96,0,96
97,-,64,31,33
113,-,87,105,95
113,-,18,103,28
97,-,77,6,71
97,-,82,95,84
97,/,1,96,0
113,/,83,94,0
113,+,55,63,5
97,-,7,44,60
97,-,74,89,82
113,-,68,85,96
113,-,72,99,86
97,+,72,90,65
113,-,61,6,55
97,/,97,67,1
113,+,81,54,22
97,/,48,13,3
97,+,86,36,25
113,/,10,59,0
113,/,2,87,0
113,/,90,58,1
113,+,64,9,73
97,+,87,52,42
97,-,67,62,5
97,-,12,41,68
113,+,38,82,7
113,-,20,92,41
113,+,75,109,71
113,-,11,82,42
97,-,74,57,17
113,-,28,21,7
113,+,23,7,30
97,/,65,26,2
113,+,57,53,110
97,/,80,82,0
113,+,18,31,49
97,+,65,31,96
97,-,58,70,85
113,+,19,63,82
113,+,95,44,26
113,-,60,41,19
113,-,33,78,68
97,-,13,88,22
113,-,71,32,39
97,-,84,81,3
97,+,8,0,8
97,/,80,87,0
113,-,72,87,98
97,-,3,79,21
113,+,2,66,68
97,-,46,38,8
113,-,42,85,70
113,/,64,2,32
97,+,94,51,48
113,/,13,108,0
113,-,101,36,65
113,-,80,108,85
97,+,47,48,95
113,+,47,35,82
97,-,96,2,94
113,-,1,75,39
113,+,87,11,98
97,+,14,59,73
97,-,86,7,79
113,-,60,93,80
113,+,59,15,74
113,/,49,90,0
97,+,33,88,24
97,+,40,77,20
113,-,92,30,62
113,/,4,103,0
97,/,39,33,1
113,+,56,18,74
97,+,8,83,91
113,-,96,84,12
97,+,82,32,17
113,-,87,93,107
97,/,71,38,1
97,-,83,72,11
97,+,87,14,4
113,/,112,51,2
97,+,47,40,87
113,-,103,7,96
97,-,42,97,42
97,/,82,29,2
97,-,9,83,23
113,-,38,94,57
97,/,30,66,0
113,+,62,99,48
97,+,79,42,24
113,-,63,23,40
97,-,17,6,11
113,/,109,51,2
113,+,56,106,49
113,-,88,37,51
113,-,92,55,37
97,+,18,11,29
113,+,87,86,60
97,-,3,42,58
97,/,0,53,0
113,/,51,72,0
113,/,98,47,2
113,/,43,60,0
113,-,43,21,22
113,-,50,21,29
97,-,34,61,70
113,-,24,78,59
113,-,36,70,79
113,-,42,3,39
97,+,71,19,90
97,+,22,2,24
97,-,42,90,49
113,/,73,9,8
97,-,70,79,88
113,/,66,47,1
113,-,44,19,25
113,/,68,3,22
113,+,75,38,0
113,-,97,113,97
97,/,81,90,0
97,/,26,10,2
97,-,45,53,89
113,-,79,58,21
113,+,40,69,109
97,+,9,0,9
113,/,77,79,0
113,-,60,11,49
97,-,81,36,45
113,/,102,40,2
113,-,39,39,0
97,/,63,61,1
113,-,26,45,94
113,/,31,56,0
113,/,79,77,1
113,-,11,47,77
113,-,104,48,56
113,/,95,88,1
97,-,28,3,25
113,+,72,95,54
113,-,68,111,70
97,+,17,67,84
97,+,47,5,52
113,/,44,27,1
97,/,5,77,0
97,-,78,15,63
97,/,90,28,3
113,/,19,89,0
113,/,98,56,1
113,+,59,56,2
113,+,8,92,100
97,-,37,81,53
97,/,68,47,1
113,-,29,79,63
113,+,81,15,96
113,/,52,19,2
97,-,34,72,59
113,/,90,76,1
113,/,50,80,0
113,+,47,100,34
113,+,47,42,89
113,/,48,108,0
113,/,88,44,2
113,+,40,24,64
97,+,24,5,29
113,-,21,8,13
113,-,72,71,1
113,/,23,23,1
97,-,30,96,31
113,+,0,77,77
97,-,97,26,71
113,-,13,32,94
97,/,12,93,0
97,/,34,56,0
97,+,41,80,24
113,+,41,96,24
113,+,109,22,18
97,+,66,33,2
97,/,96,20,4
113,/,23,27,0
113,-,23,32,104
113,+,49,25,74
97,/,44,80,0
97,-,80,66,14
113,-,33,24,9
97,+,62,67,32
97,-,17,20,94
97,-,35,45,87
113,+,56,112,55
113,-,96,44,52
97,+,32,78,13
113,-,1,100,14
113,/,11,94,0
113,/,28,13,2
97,+,87,90,80
113,/,25,65,0
113,-,5,46,72
97,-,7,39,65
113,+,33,60,93
113,+,71,87,45
113,+,112,1,0
113,+,74,80,41
113,-,80,79,1
113,/,87,111,0
97,+,35,23,58
97,-,51,19,32
113,-,56,50,6
113,/,54,28,1
113,/,101,100,1
113,+,10,21,31
113,/,42,12,3
113,/,61,54,1
97,/,66,56,1
113,-,91,6,85
97,-,22,94,25
97,+,13,27,40
97,/,9,70,0
113,-,37,102,48
97,+,27,10,37
113,-,97,44,53
113,/,81,16,5
113,-,64,86,91
97,+,52,86,41
97,-,20,1,19
97,+,74,9,83
113,/,26,100,0
113,-,16,57,72
97,-,13,4,9
113,/,49,64,0
113,+,108,37,32
97,-,57,11,46
113,-,30,64,79
113,+,94,97,78
113,-,81,104,90
113,-,82,21,61
97,-,91,13,78
113,-,15,0,15
113,/,93,7,13
113,/,69,107,0
113,+,82,26,108
97,-,13,6,7
97,/,92,76,1
97,-,95,47,48
113,-,109,7,102
97,-,45,64,78
113,/,11,38,0
97,+,7,29,36
97,-,68,31,37
97,-,62,7,55
113,+,99,28,14
113,-,84,97,100
113,+,82,4,86
113,+,63,32,95
113,+,58,7,65
97,/,8,86,0
113,/,113,24,4
97,/,15,82,0
113,/,46,112,0
113,+,102,30,19
113,-,71,39,32
97,+,64,21,85
113,+,41,62,103
97,+,10,4,14
113,+,4,96,100
97,+,89,93,85
113,+,58,73,18
97,-,0,34,63
97,+,73,92,68
97,/,37,67,0
97,+,28,44,72
113,+,25,21,46
97,+,67,92,62
113,-,54,85,82
113,/,96,43,2
113,+,36,69,105
97,+,56,2,58
97,+,51,15,66
97,-,55,83,69
113,-,50,2,48
113,/,78,55,1
113,-,44,112,45
113,/,95,92,1
97,/,8,53,0
113,-,19,38,94
113,/,102,37,2
113,/,87,98,0
113,+,102,11,0
113,/,27,17,1
97,+,33,36,69
113,+,73,47,7
97,-,51,49,2
113,+,60,73,20
113,-,60,56,4
97,-,19,56,60
97,-,24,20,4
113,+,40,109,36
113,/,71,27,2
113,-,101,53,48
113,/,86,18,4
97,-,63,12,51
97,/,2,80,0
97,+,57,48,8
97,+,57,12,69
113,+,68,25,93
113,-,39,43,109
97,-,96,53,43
97,/,59,61,0
97,/,90,73,1
113,/,74,2,37
97,+,17,6,23
113,-,83,44,39
113,-,100,39,61
113,+,0,88,88
113,+,57,22,79
97,+,54,79,36
113,+,113,28,28
113,-,81,113,81
113,/,54,3,18
113,+,106,30,23
113,/,83,70,1
97,/,94,84,1
113,-,32,40,105
97,+,70,59,32
97,+,0,42,42
113,/,8,67,0
97,-,13,83,27
113,/,20,90,0
97,/,31,38,0
97,/,64,55,1
97,/,77,20,3
97,/,11,44,0
113,-,17,82,48
113,/,64,58,1
113,-,85,99,99
97,+,92,33,28
113,+,27,73,100
97,-,91,95,93
113,-,1,46,68
97,+,6,63,69
113,/,41,95,0
113,-,20,95,38
97,/,63,33,1
97,-,93,27,66
113,+,10,27,37
97,/,13,52,0
113,/,80,86,0
113,+,69,94,50
97,+,65,18,83
113,/,76,108,0
97,-,68,8,60
113,/,26,64,0
97,-,54,32,22
113,/,36,44,0
113,-,0,61,52
113,+,88,66,41
97,-,5,59,43
97,-,62,51,11
97,+,68,19,87
97,-,26,84,39
113,+,2,85,87
97,-,75,30,45
113,/,113,87,1
97,-,63,59,4
113,/,36,68,0
113,+,80,106,73
113,-,50,31,19
113,/,12,8,1
113,+,27,47,74
113,+,21,57,78
113,/,10,44,0
97,/,34,79,0
113,+,38,105,30
113,/,1,94,0
113,-,60,108,65
97,+,97,17,17
97,+,59,22,81
113,+,51,61,112
113,/,47,13,3
113,+,65,82,34
97,-,72,15,57
113,/,60,94,0
97,/,40,92,0
113,-,56,32,24
113,-,90,39,51
113,/,66,113,0
97,/,14,50,0
113,-,93,41,52
113,-,92,70,22
97,-,86,92,91
97,/,17,17,1
97,/,52,47,1
113,+,8,99,107
113,/,21,22,0
113,/,33,84,0
97,-,15,46,66
113,-,94,48,46
97,+,63,14,77
113,/,61,18,3
97,+,7,28,35
97,+,86,31,20
113,+,56,100,43
113,/,73,110,0
97,+,18,34,52
113,+,77,13,90
113,-,43,35,8
113,/,87,24,3
113,/,45,54,0
113,/,55,79,0
97,+,29,35,64
113,-,14,11,3
97,-,89,28,61
97,+,0,9,9
113,-,47,41,6
97,+,4,28,32
113,+,100,55,42
113,+,78,45,10
113,/,86,81,1
97,+,14,52,66
97,+,26,1,27
97,-,33,68,62
113,+,17,16,33
113,+,76,65,28
113,/,82,46,1
113,-,17,38,92
97,+,27,23,50
97,-,12,75,34
113,-,95,17,78
97,/,30,18,1
113,-,96,99,110
113,+,64,34,98
97,-,94,49,45
97,+,18,90,11
113,+,37,29,66
113,+,7,20,27
97,+,29,61,90
97,/,74,58,1
113,-,0,42,71
97,-,46,18,28
113,-,81,75,6
113,-,41,112,42
113,+,0,86,86
97,-,52,55,94
113,-,21,39,95
113,/,80,104,0
113,/,60,50,1
97,+,95,53,51
113,+,68,66,21
113,/,66,72,0
113,-,113,62,51
97,/,30,38,0
113,-,45,62,96
97,+,43,6,49
113,-,59,70,102
97,-,72,18,54
97,+,27,63,90
113,/,16,26,0
113,/,96,85,1
113,-,25,37,101
97,/,23,19,1
97,-,60,1,59
97,-,68,65,3
97,-,70,73,94
97,/,33,61,0
97,/,12,2,6
113,/,107,40,2
97,/,88,41,2
97,+,75,18,93
113,/,75,88,0
113,-,81,81,0
113,+,28,29,57
113,+,73,78,38
113,+,25,14,39
97,-,18,10,8
113,-,80,94,99
113,+,90,20,110
97,/,54,90,0
113,/,53,68,0
97,/,28,25,1
113,/,57,40,1
97,-,44,25,19
113,+,42,32,74
113,+,108,100,95
113,-,100,9,91
113,+,75,106,68
113,-,9,6,3
97,-,35,30,5
113,-,30,77,66
97,-,78,58,20
113,+,12,63,75
97,+,75,43,21
97,+,70,78,51
113,-,48,10,38
113,+,13,60,73
97,-,29,81,45
113,/,36,12,3
113,-,90,112,91
113,/,33,97,0
97,/,67,23,2
113,-,19,101,31
97,-,55,4,51
113,/,94,77,1
97,/,50,59,0
113,/,113,4,28
113,/,86,113,0
97,/,97,41,2
97,+,20,89,12
97,+,43,56,2
113,/,56,20,2
97,/,61,2,30
97,/,64,65,0
97,/,53,97,0
113,+,66,109,62
97,/,24,10,2
113,-,90,94,109
97,/,78,39,2
97,+,72,23,95
113,/,25,33,0
97,/,46,29,1
113,/,73,91,0
97,-,56,30,26
113,+,90,109,86
97,/,22,87,0
97,-,25,26,96
97,+,11,6,17
113,+,89,90,66
97,/,0,58,0
113,+,49,102,38
113,/,13,34,0
113,-,102,86,16
97,+,84,27,14
113,/,30,71,0
113,+,101,94,82
97,+,1,59,60
97,-,5,21,81
113,/,49,34,1
113,+,4,103,107
113,/,49,1,49
113,+,34,99,20
97,/,36,86,0
97,-,79,33,46
113,-,59,88,84
97,/,5,68,0
97,/,7,23,0
113,+,92,112,91
97,-,54,28,26
97,/,66,63,1
97,+,95,82,80
113,+,48,14,62
97,/,38,34,1
113,-,58,64,107
97,+,19,73,92
97,-,58,92,63
113,+,83,38,8
113,-,80,5,75
113,-,43,45,111
113,/,93,94,0
113,-,51,34,17
113,/,91,44,2
97,/,39,2,19
113,+,14,45,59
113,+,53,108,48
113,+,88,63,38
113,/,79,4,19
113,+,67,87,41
113,/,111,46,2
113,+,46,46,92
97,/,49,85,0
113,/,20,25,0
113,+,93,13,106
113,+,22,72,94
113,-,44,32,12
113,/,18,44,0
97,-,72,20,52
97,/,47,3,15
113,/,27,53,0
97,-,48,59,86
113,-,15,18,110
97,-,48,66,79
113,+,19,79,98
97,+,50,46,96
113,/,14,96,0
113,-,99,69,30
97,/,43,65,0
97,+,1,72,73
113,-,71,38,33
97,+,20,78,1
113,/,95,38,2
113,-,90,10,80
113,/,89,80,1
113,-,22,93,42
113,+,37,36,73
97,-,54,42,12
97,+,56,0,56
113,/,59,72,0
113,-,81,37,44
97,+,65,12,77
97,-,51,12,39
97,-,46,2,44
97,/,29,44,0
113,/,92,4,23
97,-,33,82,48
113,/,99,61,1
113,-,10,103,20
97,-,38,26,12
113,-,112,44,68
97,+,73,68,44
97,+,88,43,34
113,-,69,44,25
97,+,88,15,6
113,+,96,35,18
97,-,87,83,4
113,-,8,65,56
113,+,2,11,13
113,-,61,89,85
113,/,93,36,2
97,-,56,54,2
97,-,25,89,33
113,/,39,97,0
97,/,60,93,0
113,-,95,33,62
113,+,32,98,17
113,/,86,79,1
113,+,70,5,75
97,+,95,62,60
97,+,63,74,40
113,+,7,1,8
97,+,41,12,53
113,-,65,58,7
113,/,40,48,0
97,/,8,23,0
113,/,82,68,1
97,/,86,74,1
113,+,41,50,91
113,-,11,3,8
97,+,4,37,41
113,/,54,10,5
113,/,70,24,2
113,/,53,75,0
97,+,70,46,19
113,-,69,58,11
97,-,66,83,80
113,-,75,88,100
97,/,78,32,2
113,/,53,21,2
113,/,100,101,0
113,/,55,77,0
113,/,53,49,1
113,+,33,40,73
97,/,38,9,4
113,-,30,69,74
113,-,95,56,39
97,+,18,81,2
113,+,56,89,32
113,-,25,26,112
113,/,23,3,7
113,-,112,79,33
113,-,71,90,94
113,+,12,49,61
97,+,92,9,4
113,-,60,9,51
97,/,44,86,0
113,/,76,1,76
97,+,55,70,28
113,+,56,41,97
113,+,85,19,104
97,+,68,58,29
113,+,42,42,84
97,+,73,90,66
113,/,27,59,0
113,/,69,91,0
97,/,60,76,0
113,+,111,92,90
113,-,19,5,14
97,-,88,36,52
113,/,92,57,1
113,+,90,55,32
97,+,95,19,17
113,-,2,84,31
113,-,40,3,37
97,-,30,95,32
97,-,22,56,63
113,+,34,63,97
97,+,2,95,0
97,-,89,4,85
113,+,56,25,81
113,+,35,55,90
97,+,94,4,1
97,-,42,11,31
113,/,27,25,1
113,/,91,45,2
113,/,67,59,1
97,-,94,6,88
113,/,63,71,0
97,+,43,38,81
113,/,69,17,4
97,-,39,75,61
97,/,58,1,58
113,+,108,99,94
97,-,39,63,73
97,/,64,95,0
113,-,81,84,110
97,+,18,35,53
113,/,80,84,0
113,-,14,5,9
97,+,70,27,0
113,-,64,82,95
97,+,58,55,16
97,-,73,45,28
97,/,85,58,1
97,+,74,64,41
97,/,76,24,3
97,-,30,15,15
97,+,58,7,65
113,-,102,25,77
113,-,3,6,110
97,+,96,44,43
97,-,93,81,12
97,+,57,30,87
97,-,86,78,8
97,-,4,94,7
97,+,4,6,10
97,+,10,66,76
113,-,60,10,50
113,+,46,107,40
97,-,27,32,92
97,/,90,68,1
97,/,19,23,0
97,/,70,37,1
113,/,97,98,0
97,-,45,47,95
97,-,31,3,28
97,-,95,53,42
97,+,58,57,18
97,/,54,38,1
97,-,79,16,63
97,-,74,36,38
113,+,107,32,26
97,/,68,28,2
113,/,20,108,0
97,+,53,70,26
97,-,29,6,23
113,-,99,23,76
97,-,51,95,53
113,+,12,108,7
113,/,4,97,0
97,/,66,2,33
113,-,70,61,9
113,/,104,60,1
113,/,19,34,0
97,+,32,17,49
113,+,22,21,43
97,-,62,25,37
97,/,42,62,0
113,/,63,53,1
97,+,75,3,78
97,-,42,84,55
97,-,12,34,75
113,/,98,69,1
97,+,38,39,77
113,+,38,32,70
113,-,2,68,47
97,-,82,96,83
97,-,10,97,10
113,+,108,56,51
113,/,71,24,2
113,-,36,79,70
113,+,46,4,50
113,+,108,113,108
113,-,78,49,29
113,+,33,68,101
113,+,6,103,109
113,+,79,52,18
113,+,99,41,27
113,+,97,34,18
113,-,52,85,80
97,-,48,52,93
113,/,3,4,0
113,+,106,43,36
97,-,10,95,12
97,+,48,36,84
97,/,84,41,2
113,+,19,53,72
113,+,71,84,42
113,-,87,25,62
97,-,30,31,96
97,+,93,91,87
113,+,22,14,36
97,+,7,21,28
97,+,11,16,27
113,/,55,26,2
113,/,100,113,0
97,/,25,87,0
113,/,22,59,0
97,/,79,87,0
113,-,87,14,73
113,+,47,77,11
97,-,7,46,58
113,+,65,34,99
113,-,63,16,47
113,+,7,30,37
113,-,6,1,5
97,+,61,15,76
97,/,32,77,0
113,/,26,42,0
113,-,66,69,110
97,+,52,79,34
97,+,63,60,26
113,-,89,37,52
113,-,36,82,67
97,/,35,63,0
113,-,23,58,78
97,+,65,30,95
97,+,76,66,45
113,/,43,21,2
113,/,99,98,1
113,/,44,39,1
97,+,81,12,93
113,-,108,54,54
97,+,68,50,21
113,+,92,2,94
97,+,11,30,41
113,-,49,110,52
113,-,34,35,112
113,/,17,3,5
113,-,77,18,59
113,+,20,60,80
97,+,3,82,85
113,+,61,30,91
113,-,4,76,41
97,+,59,62,24
113,-,5,104,14
113,+,90,72,49
113,+,92,38,17
113,-,35,36,112
113,/,19,42,0
97,/,62,80,0
113,+,18,96,1
113,/,30,102,0
97,-,19,44,72
113,-,90,102,101
113,+,46,20,66
97,-,94,17,77
113,-,74,26,48
97,/,78,23,3
113,-,15,57,71
113,-,100,85,15
113,/,36,73,0
113,/,29,22,1
113,-,49,75,87
113,/,99,41,2
113,/,25,25,1
113,-,97,69,28
97,-,47,26,21
97,/,18,54,0
97,+,7,64,71
97,-,51,11,40
113,-,108,53,55
113,/,45,2,22
113,-,52,87,78
113,/,100,43,2
97,+,88,55,46
113,+,0,29,29
113,-,48,67,94
97,/,80,92,0
113,/,48,17,2
97,+,17,43,60
97,/,9,33,0
97,-,9,55,51
113,+,102,111,100
113,+,76,36,112
113,/,68,33,2
113,/,67,45,1
113,-,77,39,38
97,-,96,24,72
113,/,13,49,0
113,-,107,99,8
97,-,31,56,72
97,/,72,46,1
113,/,30,87,0
113,+,101,80,68
97,+,55,90,48
113,+,47,104,38
113,-,80,76,4
97,/,96,76,1
97,+,7,47,54
113,-,53,44,9
97,/,65,7,9
113,-,68,33,35
97,+,10,79,89
113,+,37,78,2
97,-,13,23,87
97,+,17,74,91
97,-,56,58,95
97,-,78,96,79
97,-,48,88,57
113,-,31,107,37
113,+,91,102,80
113,+,9,111,7
113,/,84,106,0
97,-,50,40,10
113,+,70,92,49
113,+,53,27,80
113,/,98,28,3
97,/,63,11,5
113,-,85,64,21
113,+,91,61,39
113,+,32,3,35
97,/,53,67,0
113,-,17,19,111
97,-,46,46,0
97,+,96,90,89
113,/,23,98,0
97,+,87,63,53
113,-,84,95,102
97,-,76,91,82
97,/,9,25,0
113,-,2,101,14
97,-,90,64,26
113,+,25,63,88
97,/,48,51,0
97,-,68,2,66
113,/,101,20,5
97,+,51,92,46
97,-,39,81,55
97,-,62,44,18
113,/,60,29,2
113,-,81,2,79
97,+,77,95,75
113,/,13,50,0
97,+,69,8,77
113,/,44,112,0
97,/,72,72,1
113,-,45,110,48
113,+,79,98,64
113,/,13,14,0
113,+,37,71,108
113,/,45,53,0
97,/,3,29,0
113,/,37,49,0
113,+,107,107,101
97,+,49,72,24
113,+,60,16,76
97,/,39,91,0
97,-,77,88,86
97,+,63,95,61
113,+,36,61,97
113,+,34,0,34
97,-,47,71,73
113,+,95,67,49
97,-,47,65,79
113,/,13,76,0
97,-,95,22,73
113,+,55,83,25
97,/,23,88,0
113,/,65,1,65
113,/,26,59,0
113,/,58,45,1
97,/,94,76,1
97,/,1,91,0
113,-,111,5,106
113,/,1,22,0
97,+,26,74,3
97,/,21,29,0
113,/,7,45,0
97,+,52,2,54
97,+,23,32,55
97,+,63,81,47
113,-,31,76,68
97,/,80,24,3
113,+,15,58,73
113,+,30,5,35
97,/,18,6,3
113,-,84,31,53
113,+,51,35,86
113,+,91,113,91
113,-,113,24,89
97,+,82,14,96
97,/,87,86,1
113,+,4,46,50
113,+,28,39,67
113,-,67,39,28
113,/,90,105,0
113,-,3,69,47
113,+,99,76,62
113,/,55,76,0
97,-,48,67,78
97,-,66,15,51
97,/,82,68,1
97,+,14,92,9
97,-,43,54,86
97,-,96,63,33
113,/,69,49,1
113,-,20,109,24
97,-,0,39,58
113,/,7,6,1
97,/,68,35,1
97,/,47,24,1
113,-,63,76,100
113,+,33,41,74
113,+,69,13,82
113,+,75,47,9
97,-,54,10,44
97,-,49,25,24
113,/,78,102,0
97,-,3,68,32
97,/,68,85,0
113,+,21,36,57
113,+,51,19,70
97,/,28,14,2
97,+,62,93,58
113,-,24,7,17
97,+,93,8,4
113,-,39,38,1
113,+,54,85,26
97,/,8,22,0
113,+,37,83,7
113,-,90,67,23
97,-,77,25,52
97,-,12,84,25
97,+,67,42,12
97,-,66,29,37
113,/,87,77,1
97,/,18,89,0
113,+,72,91,50
113,+,37,113,37
97,/,52,52,1
113,+,61,48,109
113,+,60,90,37
113,-,38,73,78
97,+,40,91,34
113,+,103,1,104
97,-,4,72,29
97,/,32,45,0
113,+,46,35,81
97,+,58,68,29
97,+,82,5,87
113,+,63,73,23
113,/,7,22,0
97,-,60,56,4
97,/,33,82,0
97,/,30,83,0
97,-,84,30,54
113,-,74,48,26
113,-,29,46,96
97,+,66,22,88
113,/,92,6,15
97,+,9,44,53
113,+,83,65,35
113,-,52,2,50
97,/,84,37,2
113,-,44,6,38
113,+,88,26,1
113,-,8,91,30
113,/,92,109,0
97,-,73,60,13
97,+,74,34,11
113,-,39,5,34
113,+,76,27,103
97,-,89,33,56
97,-,5,9,93
113,-,88,61,27
113,-,5,23,95
113,-,7,12,108
97,+,93,18,14
97,-,27,40,84
113,+,86,18,104
113,/,85,20,4
97,-,52,67,82
113,/,23,2,11
97,+,45,34,79
97,/,25,36,0
113,-,107,101,6
113,/,83,69,1
97,+,5,78,83
113,+,75,62,24
113,/,43,67,0
97,/,35,35,1
97,/,79,88,0
97,+,30,65,95
113,/,42,52,0
97,/,36,71,0
97,+,36,8,44
97,-,37,40,94
97,/,8,96,0
113,-,110,73,37
113,/,109,103,1
113,+,94,94,75
97,-,45,36,9
113,-,21,102,32
113,-,70,27,43
113,+,67,98,52
113,/,57,8,7
113,/,8,25,0
113,+,107,101,95
113,-,49,95,67
113,+,108,61,56
113,+,30,74,104
97,/,36,79,0
113,-,95,7,88
113,/,75,13,5
113,/,19,66,0
113,/,61,69,0
113,-,32,89,56
97,+,87,57,47
113,+,95,38,20
113,+,88,104,79
113,/,23,92,0
97,+,5,30,35
97,-,49,51,95
113,/,56,36,1
97,+,5,69,74
113,/,100,27,3
97,/,32,64,0
113,+,78,34,112
113,+,110,24,21
97,+,45,65,13
97,+,84,8,92
113,+,46,96,29
97,/,95,60,1
97,/,51,37,1
97,+,6,28,34
97,+,24,36,60
97,/,62,18,3
97,+,42,89,34
97,/,72,9,8
113,/,62,108,0
113,/,13,22,0
97,-,10,73,34
113,/,60,82,0
113,+,58,52,110
113,+,51,32,83
97,+,83,13,96
97,/,90,83,1
97,/,71,86,0
97,-,76,5,71
113,/,34,30,1
113,/,51,56,0
97,/,67,17,3
113,/,91,61,1
113,+,32,34,66
97,/,42,70,0
97,/,73,36,2
97,-,67,26,41
113,-,88,49,39
97,+,13,89,5
113,/,59,31,1
113,/,80,23,3
113,-,107,113,107
97,/,2,61,0
113,+,44,55,99
113,/,110,17,6
97,-,64,54,10
97,/,45,96,0
113,-,100,66,34
97,/,55,59,0
113,/,99,83,1
113,+,40,14,54
97,-,3,41,59
97,+,38,60,1
113,/,35,56,0
97,+,28,14,42
113,+,64,103,54
113,+,100,48,35
97,+,46,91,40
113,-,106,99,7
113,+,108,102,97
97,+,50,83,36
113,-,44,0,44
113,/,97,36,2
97,/,10,46,0
113,/,77,6,12
97,/,16,86,0
113,+,48,81,16
113,+,98,52,37
113,+,38,51,89
113,/,59,70,0
113,-,85,18,67
97,-,81,17,64
97,-,2,43,56
97,/,38,89,0
97,/,51,38,1
113,+,110,18,15
97,-,94,28,66
97,/,58,82,0
113,/,92,17,5
113,/,37,103,0
113,+,82,97,66
113,+,49,26,75
97,+,14,96,13
113,+,96,29,12
97,/,63,42,1
113,+,68,106,61
113,-,11,39,85
97,-,8,93,12
97,/,78,67,1
97,+,76,4,80
113,/,3,6,0
113,/,68,9,7
113,/,3,10,0
97,-,85,49,36
97,-,43,25,18
113,/,43,10,4
97,/,62,43,1
113,-,70,91,92
113,-,94,87,7
113,+,22,32,54
97,/,30,64,0
113,-,8,36,85
113,+,42,95,24
97,/,0,85,0
113,/,38,103,0
97,+,51,68,22
113,/,41,112,0
113,+,84,35,6
113,/,108,42,2
97,/,31,70,0
113,-,108,110,111
113,/,93,23,4
97,-,61,70,88
97,-,18,85,30
113,/,45,87,0
113,/,104,36,2
113,+,40,28,68
113,-,49,107,55
97,+,97,45,45
113,+,31,11,42
113,+,81,111,79
113,+,112,24,23
113,+,100,111,98
97,+,14,79,93
97,-,35,63,69
113,-,66,19,47
97,+,10,12,22
97,+,39,6,45
97,/,77,34,2
97,+,16,45,61
113,-,99,8,91
113,+,2,55,57
97,-,9,30,76
113,+,99,111,97
97,-,80,14,66
113,+,101,88,76
97,+,68,26,94
113,/,63,88,0
97,/,28,91,0
97,+,42,33,75
113,/,22,88,0
97,+,21,2,23
113,+,43,39,82
97,/,85,96,0
97,+,80,74,57
113,/,89,69,1
113,-,34,82,65
97,-,22,73,46
113,-,65,2,63
113,-,17,93,37
113,+,17,93,110
113,-,38,46,105
113,+,15,92,107
113,+,42,103,32
113,-,43,109,47
97,+,46,49,95
113,/,99,69,1
113,+,55,105,47
97,/,16,5,3
97,/,29,2,14
113,-,52,78,87
113,-,56,26,30
113,+,19,26,45
97,-,63,80,80
113,/,57,54,1
113,+,105,42,34
113,-,106,80,26
97,/,63,7,9
113,-,43,108,48
113,-,18,101,30
97,/,54,37,1
113,/,62,15,4
113,+,24,53,77
113,-,34,96,51
