p,o,a,b,c
113,/,13469,64,97
113,-,40358,54,76
113,+,18628,45,28
113,+,60261,71,103
97,+,22452,14,59
97,/,95595,65,15
97,-,35467,14,48
97,/,41940,67,43
113,/,65979,89,63
97,-,68089,30,62
97,-,22902,26,81
113,-,62226,51,25
113,-,85237,112,36
97,-,61954,13,55
97,+,58237,46,83
113,+,64945,29,112
113,/,4738,99,47
97,-,24752,6,11
97,/,46992,64,55
113,-,40358,15,2
113,+,98262,95,47
97,+,24752,50,67
113,+,53879,20,111
97,/,64490,30,15
113,/,92067,101,7
97,-,47106,92,66
97,/,47058,84,75
113,-,50938,18,70
113,/,6268,74,84
113,/,16295,42,48
97,-,39855,55,30
97,/,89479,36,60
113,+,3489,13,112
97,/,34913,10,96
113,-,78097,34,93
113,+,66178,26,99
113,-,46526,22,61
97,/,31330,60,37
113,/,99188,9,59
97,/,68089,58,9
113,/,90132,99,6
97,+,9230,5,20
113,-,90764,28,110
113,/,64460,69,30
97,+,96984,46,30
113,+,98262,13,78
97,-,84026,94,27
113,+,87985,103,61
113,+,66952,113,56
113,-,92542,85,23
113,-,4030,46,29
113,-,64945,24,59
113,/,16295,14,33
97,/,24506,52,83
113,+,90764,3,28
97,-,77561,30,28
113,-,45420,43,64
113,/,71965,20,95
113,+,98030,76,22
113,+,92067,69,41
113,-,64108,31,6
97,+,41940,21,57
97,+,3357,91,53
113,-,60439,70,27
97,+,39030,7,43
113,/,36672,63,17
97,+,36556,49,36
113,/,25005,66,39
113,/,44017,32,19
97,+,66367,70,89
113,+,66952,70,13
97,/,22902,48,89
113,-,42439,110,67
97,/,68089,6,96
113,+,74692,23,22
97,/,51782,75,11
113,+,32138,99,32
97,+,29432,9,50
97,/,22704,16,61
97,+,25040,65,79
113,/,96626,82,48
97,/,34913,21,13
97,+,39813,65,11
113,+,88178,10,48
113,-,40541,0,87
97,/,17986,18,29
113,-,32138,96,63
113,/,44017,74,29
97,+,46204,89,24
97,+,89479,88,36
113,+,45819,25,79
113,-,7715,64,80
113,+,58742,78,60
113,+,6496,39,94
97,/,66969,49,8
97,-,37093,32,7
113,-,7715,2,29
113,-,60261,17,15
113,/,56838,6,94
113,/,98262,79,0
113,+,9184,15,46
113,/,90338,104,77
113,-,5188,22,81
97,-,97913,41,96
113,+,88107,105,72
113,-,3935,95,111
97,/,56754,8,13
113,+,76255,41,21
113,+,60716,8,43
97,/,57363,96,15
113,-,95111,20,58
113,+,84344,31,77
113,/,38353,6,64
113,-,46526,6,77
113,/,7715,2,15
97,+,49384,44,55
113,+,84984,44,52
113,-,46646,41,49
97,/,95595,3,49
113,-,64460,57,106
113,-,58742,81,14
97,/,3357,55,61
113,/,38133,20,98
97,+,92272,36,61
97,-,9230,15,0
113,+,15577,11,107
97,/,39776,35,69
113,-,45420,45,62
97,+,10109,95,19
97,/,96984,87,47
113,-,61208,112,76
113,+,62226,50,13
113,-,32155,38,25
113,-,54179,85,80
97,+,39855,88,76
97,-,47106,88,70
113,/,8764,73,7
113,/,10530,13,19
113,-,44017,41,19
113,-,38353,105,54
113,/,60444,95,71
97,/,36935,71,35
113,/,46526,98,22
97,-,46992,23,21
97,+,34702,90,66
113,+,38286,100,79
113,-,29376,104,5
113,+,88107,29,109
113,+,4030,26,101
113,/,94245,20,79
97,-,90189,93,80
97,-,31330,47,49
113,+,60439,22,6
113,-,51028,38,27
113,+,40483,9,38
97,/,27813,78,65
97,+,3357,1,60
97,/,17918,80,29
113,-,40483,78,64
113,+,66952,48,104
113,+,60261,23,55
97,+,35942,4,56
113,+,99188,13,100
97,+,84026,50,74
97,+,17986,93,37
113,/,67524,101,103
97,+,89387,32,82
113,+,15577,74,57
113,+,88178,106,31
113,+,3935,97,77
113,/,92437,98,39
113,-,4030,93,95
113,-,92447,72,54
113,-,50938,107,94
113,/,92447,48,4
97,/,10109,23,51
113,/,60716,95,74
97,+,36413,93,34
97,+,46992,19,63
113,-,38353,107,52
113,-,90132,85,99
113,-,64460,20,30
113,-,51677,102,47
113,+,18628,50,33
97,/,34702,13,50
113,-,65979,38,62
97,+,41940,62,1
97,+,35467,78,43
97,/,89387,73,60
113,/,13469,42,94
97,+,92272,35,60
113,+,65979,4,104
113,-,64460,81,82
113,/,28473,5,44
113,-,42439,60,4
97,-,56754,72,34
113,+,95111,11,89
97,-,29432,57,81
97,+,89387,39,89
97,-,45681,50,41
113,+,29376,26,22
113,/,98262,82,68
113,-,47699,72,54
113,-,56838,20,92
97,-,49384,69,39
113,/,90764,85,50
113,+,40541,30,4
97,+,24506,67,32
113,+,78097,68,82
97,/,2688,81,33
97,-,49203,51,70
113,+,4030,83,45
113,+,84344,58,104
97,-,45681,8,83
113,+,84984,8,16
113,-,4030,78,110
97,-,55447,32,28
97,-,34702,22,51
97,+,35942,71,26
113,+,6146,44,88
97,+,21691,57,20
113,+,66178,88,48
97,-,66732,39,54
97,+,51782,15,96
97,/,56754,4,26
97,+,35467,32,94
97,+,34913,1,91
113,/,60261,87,14
113,-,3935,62,31
113,+,61287,52,93
113,-,60716,77,71
113,+,6496,25,80
113,/,99308,37,85
113,/,76255,37,26
113,+,78097,47,61
113,-,6146,14,30
97,/,97317,75,36
113,+,64108,64,101
113,-,87985,40,31
113,-,45819,39,15
113,-,4738,102,3
97,/,34702,2,85
97,-,2688,85,81
97,/,9230,43,20
97,+,5956,96,38
113,-,61208,38,37
97,+,22704,65,71
97,+,3357,29,88
113,-,5188,94,9
97,-,89479,24,21
113,/,35865,40,105
97,-,39813,38,5
113,-,71965,65,32
113,/,66952,102,91
113,/,35865,23,90
97,/,22452,33,1
113,/,84984,43,55
113,-,78097,39,88
113,/,53879,84,76
113,-,46526,21,62
113,+,88178,64,102
113,/,13469,65,94
113,/,94245,35,93
97,+,56754,69,78
97,/,95595,9,48
97,-,36556,85,96
113,-,69342,75,111
113,-,6268,76,90
113,/,38133,72,77
97,-,31026,93,87
113,-,90764,100,38
113,/,25005,5,29
97,-,9297,88,91
113,-,32819,82,80
97,/,59127,52,70
113,/,40358,3,5
113,/,18628,100,73
113,-,60439,77,20
97,+,24752,78,95
113,/,35865,95,38
97,+,39855,39,27
97,/,25367,25,44
97,-,78561,31,57
113,+,90132,66,24
97,+,32087,31,11
113,-,56838,106,6
113,-,18391,69,16
97,/,77561,42,3
97,/,25367,26,5
113,-,73905,22,94
97,-,46992,44,0
113,/,92542,77,71
113,-,88107,24,56
97,/,5520,40,41
113,+,88625,67,100
113,/,73271,21,99
97,+,17986,5,46
97,/,70596,61,90
113,-,47699,9,4
97,+,3357,66,28
113,/,32138,63,58
113,-,38124,61,95
113,/,52810,89,28
113,+,99308,75,56
97,-,3080,6,67
113,/,56838,39,101
97,/,302,67,4
97,/,36556,51,37
97,-,78561,13,75
113,/,40483,44,16
113,/,61287,86,34
113,/,15577,31,50
97,+,35467,1,63
113,-,60444,65,37
113,-,62575,40,46
113,/,66178,63,33
97,/,31330,62,20
113,-,11343,0,43
113,/,92447,84,83
113,-,77503,85,13
97,-,66732,57,36
113,+,95111,50,15
97,/,90189,24,71
97,/,92272,47,23
97,+,9078,15,72
97,/,55447,25,83
113,-,56838,4,108
97,-,302,32,76
113,/,45420,96,21
113,+,54179,33,85
97,/,78480,79,23
113,/,60716,4,37
113,/,60716,18,96
97,/,17918,26,10
113,+,15577,84,67
97,-,47058,32,78
97,+,81442,35,94
97,-,66732,29,64
113,+,3935,106,86
113,+,11343,88,18
97,+,39813,32,75
113,/,99308,98,109
97,+,70596,10,87
113,+,54179,28,80
97,-,49384,33,75
97,+,39030,90,29
97,/,59127,16,9
97,+,7373,28,29
97,/,3357,87,38
113,-,6496,18,37
97,/,51782,49,86
113,+,87038,78,106
97,+,95595,91,44
97,+,3080,79,55
97,-,47058,92,18
97,+,5956,42,81
113,/,28473,37,91
113,+,60261,60,92
113,/,99188,50,62
113,+,94644,93,43
113,-,90338,33,18
113,+,15577,54,37
113,-,22704,3,101
113,+,32138,41,87
113,/,46646,108,92
113,+,56838,108,107
113,-,71965,105,105
113,-,12109,55,76
113,-,45066,27,65
97,-,39030,14,22
97,-,47231,16,73
113,+,85237,92,14
97,+,9127,48,57
113,/,22918,47,35
97,-,41477,67,88
97,+,5520,39,30
113,+,21170,2,41
113,-,29229,74,1
113,/,13469,15,106
113,/,22088,90,19
113,/,74692,64,37
113,-,53879,18,73
97,+,77561,63,24
113,-,52810,65,87
113,-,18628,83,13
113,+,60261,22,54
113,/,85237,76,104
113,-,6146,42,2
97,/,78561,6,95
113,-,45420,15,92
113,-,17221,56,102
113,-,36672,79,94
113,/,90082,87,18
113,-,45066,73,19
113,+,16295,65,88
97,/,9230,22,31
113,+,60439,99,83
113,-,95111,16,62
97,/,45468,6,12
113,-,42439,90,87
113,-,78097,31,96
113,-,66952,37,19
97,-,86933,79,39
113,+,12109,52,70
97,/,41940,7,74
113,/,90082,17,100
113,/,78097,67,35
113,+,98030,108,54
113,+,40358,9,26
97,+,55447,44,7
113,+,8764,64,14
113,+,90132,20,91
97,+,2688,89,61
113,-,32155,64,112
97,-,65197,6,7
113,+,6496,28,83
97,+,36413,46,84
113,/,88178,55,21
113,+,10530,110,18
97,-,84096,47,47
113,+,73905,55,58
113,+,73271,65,112
97,+,5956,51,90
113,-,64460,33,17
113,-,38124,60,96
113,-,76255,27,66
113,+,56838,68,67
113,+,77503,8,106
97,/,21691,78,84
113,-,51677,87,62
113,+,25005,31,63
113,/,92437,15,60
97,/,47231,22,12
97,/,57363,8,89
97,+,34702,12,85
113,-,42439,85,92
97,+,32087,10,87
113,-,60439,16,81
113,+,60716,48,83
97,-,9297,29,53
97,+,302,84,95
113,+,84984,80,88
113,+,73271,51,98
113,+,78288,91,70
97,-,9078,11,46
113,-,5188,48,55
97,-,21691,91,66
113,-,50938,13,75
97,+,3080,82,58
97,-,60736,4,10
97,-,68089,18,74
113,+,78097,82,96
97,-,47058,86,24
97,-,77561,0,58
113,+,46646,0,90
113,-,45066,53,39
97,-,35942,22,30
113,/,3935,81,48
113,/,45819,98,15
113,/,32155,54,30
113,-,71965,112,98
97,/,50757,22,76
97,/,45681,36,7
97,/,59127,68,93
113,-,36672,75,98
113,/,32157,11,98
113,/,56838,34,89
113,/,40358,17,1
113,-,22918,47,45
113,/,32155,49,91
113,+,42439,101,52
97,/,47231,24,27
97,/,66969,2,19
113,-,56838,77,35
97,-,97317,36,87
113,+,62226,112,75
113,+,62575,70,43
113,+,42439,14,78
113,/,16295,11,12
97,/,97913,8,17
113,/,45420,13,103
97,/,45681,22,39
113,/,29229,106,49
97,+,9230,65,80
113,-,38353,72,87
97,/,7373,87,84
97,/,47106,58,36
113,-,92447,82,44
113,-,3935,23,70
97,-,17918,44,26
97,-,78561,18,70
113,-,54179,111,54
113,-,13469,76,59
113,-,56838,75,37
113,-,98030,50,9
113,/,12109,68,65
113,/,18628,62,74
113,+,4738,84,76
97,+,24752,0,17
97,/,76017,20,17
97,+,45681,62,56
97,+,90189,21,0
97,/,83449,24,82
97,-,97317,54,69
113,/,60439,27,91
113,/,90764,107,57
97,/,51782,9,30
97,/,39030,81,93
113,-,99188,57,30
113,/,76255,57,94
97,/,66367,32,36
113,-,38133,86,79
113,/,29376,81,23
113,+,69342,32,105
113,+,6268,79,19
113,+,2296,79,2
113,-,46526,23,60
113,/,78288,39,86
113,/,25005,45,103
113,+,36672,28,88
113,-,78097,112,15
113,-,4738,66,39
113,/,60439,20,83
97,+,13470,85,72
97,+,70596,29,9
113,/,62226,67,24
113,-,56838,111,1
113,/,60439,85,33
113,/,40358,13,53
113,+,21170,95,21
113,/,5188,32,49
97,-,32087,49,28
97,+,95595,13,63
113,-,95111,77,1
97,+,66969,59,1
113,/,65979,104,69
97,+,89387,49,2
97,-,45681,64,27
97,+,94353,53,25
113,-,90132,34,37
113,-,21170,48,104
97,/,59127,49,42
113,-,60261,40,105
97,+,27813,4,75
113,/,48186,22,43
97,/,47106,14,66
97,+,66367,25,44
113,+,60439,102,86
113,+,67524,45,108
97,-,49203,53,68
113,+,11670,68,99
113,-,36672,38,22
113,-,60444,22,80
97,-,17531,71,0
97,+,81815,20,64
97,/,41477,51,37
97,-,9127,10,96
97,-,47106,42,19
97,/,34702,51,1
113,/,95111,49,20
97,/,22704,56,17
113,+,13880,45,26
113,-,90082,16,5
113,+,38353,17,63
97,/,51782,5,74
113,/,22704,40,2
113,+,7715,59,90
113,+,92067,101,73
97,-,21582,13,35
113,-,46526,13,70
97,/,58237,19,58
113,/,12109,9,102
113,+,84984,60,68
113,/,52810,12,106
113,/,92437,109,57
113,+,10530,24,45
97,/,94353,4,17
97,+,32087,17,94
113,/,73905,70,38
97,-,3080,53,20
97,+,302,62,73
97,/,50757,43,16
113,/,88178,80,85
113,+,18391,68,40
97,-,70596,28,49
97,-,13470,9,75
97,-,65197,91,19
97,+,24506,92,57
113,+,4030,106,68
113,-,40483,112,30
97,+,3080,41,17
113,-,60261,56,89
97,/,22704,41,68
113,/,45066,84,84
113,-,22088,95,71
97,-,70596,10,67
97,-,66367,52,64
97,+,7373,30,31
97,+,49384,60,71
113,+,74692,95,94
113,-,76255,56,37
97,-,25367,92,55
113,/,33576,38,92
97,/,9230,77,22
113,-,64108,101,49
97,/,35942,82,50
97,-,92272,96,26
113,+,96626,99,110
113,+,62226,0,76
113,+,48186,45,93
113,-,29229,61,14
113,+,88178,32,70
97,/,34702,12,78
113,-,35865,77,80
97,/,35942,15,68
113,-,22704,0,104
97,+,84096,24,21
97,+,76017,79,48
113,/,3489,106,32
97,+,81815,44,88
113,+,92067,52,24
97,-,39813,57,83
113,+,25005,67,99
97,+,31026,73,59
113,/,38133,73,70
113,+,4030,111,73
113,+,87038,51,79
113,/,85237,27,105
113,/,6146,22,53
97,+,78561,47,38
113,+,87985,0,71
113,+,58742,51,33
113,-,47699,106,20
97,+,9078,73,33
113,+,2296,34,70
97,-,34702,56,17
97,/,94353,13,79
113,+,78288,92,71
97,+,36935,57,35
97,/,96984,5,93
113,/,3935,83,47
113,-,44017,28,32
113,+,22704,69,60
97,/,36556,44,54
113,+,61208,9,84
113,/,22088,7,104
113,-,98030,3,56
97,+,83449,55,84
113,+,60261,33,65
113,+,47699,47,60
113,-,65979,5,95
113,+,45420,65,59
97,+,80549,53,92
113,/,90082,24,24
113,/,69342,16,39
113,-,87038,93,48
113,+,60261,2,34
113,-,64108,104,46
97,-,80549,14,25
113,-,5188,80,23
113,-,54179,4,48
97,-,3080,26,47
113,/,3935,100,39
97,/,85802,20,22
113,/,77503,54,79
97,+,97317,48,74
113,/,40483,31,62
97,-,66969,33,6
113,+,56838,92,91
97,/,56754,90,48
97,-,47106,56,5
113,/,51028,44,29
113,/,77452,59,69
113,/,94245,17,6
113,+,90764,58,83
97,-,24752,96,18
113,/,84984,105,18
97,+,24752,12,29
113,-,88107,19,61
97,+,3357,41,3
97,-,89387,29,21
97,+,7373,1,2
113,-,38286,111,94
97,+,60736,6,20
97,-,57363,6,30
113,/,61208,21,89
113,-,42439,16,48
113,/,78097,102,87
97,/,9297,78,22
97,+,71429,83,23
97,/,9297,85,12
97,/,9078,33,81
113,-,96626,14,110
113,+,33576,35,50
113,/,11670,67,61
113,+,88107,3,83
113,/,21170,70,76
97,-,47106,12,49
113,-,7715,77,67
97,/,27813,62,60
113,/,54179,1,52
113,/,6496,40,49
113,+,64460,49,99
97,/,34702,34,50
97,-,86933,10,11
97,-,75993,42,0
97,+,59127,77,34
113,+,92067,33,5
97,/,97913,35,81
113,/,92437,40,50
113,+,16295,21,44
97,+,3357,38,0
113,+,94245,32,35
97,+,17531,55,29
113,/,73905,23,49
113,/,98030,58,108
113,-,40483,41,101
97,+,89479,91,39
113,+,56838,105,104
97,+,97317,26,52
97,-,36413,64,71
113,/,38124,102,34
113,+,22704,12,3
113,+,84984,68,76
113,-,51677,63,86
97,-,84026,95,26
97,+,58237,45,82
97,/,75993,55,23
113,-,9184,18,13
113,-,87985,26,45
97,/,34913,26,81
97,-,17986,68,70
113,-,28473,18,92
97,/,97317,37,11
113,/,32819,55,31
97,+,9230,15,30
97,+,25367,49,2
97,+,32087,97,77
113,-,51677,59,90
97,-,22452,52,90
113,-,16295,5,18
113,/,60261,26,57
97,/,83449,87,86
113,+,61208,90,52
113,-,27885,72,15
97,/,21691,64,47
113,+,9184,2,33
113,/,94644,63,33
97,+,22452,51,96
113,-,38286,5,87
113,/,90338,43,66
113,-,62575,65,21
113,-,88178,26,12
113,-,38133,22,30
97,+,47058,77,90
97,+,37093,52,91
97,/,39030,90,45
113,/,40483,29,39
113,+,45066,98,77
97,-,86933,87,31
97,/,80549,15,34
97,+,49384,55,66
113,+,62575,112,85
113,/,48186,12,60
113,-,90764,111,27
113,-,40541,64,23
97,-,83449,25,4
97,-,21582,75,70
97,+,13470,57,44
113,-,88178,104,47
97,-,9127,69,37
113,+,45066,79,58
97,-,97317,41,82
113,+,61208,112,74
113,/,32155,112,61
113,-,45066,69,23
113,-,33576,13,2
97,-,57363,35,1
113,-,46526,55,28
113,-,92542,0,108
113,/,76255,95,11
97,-,35467,47,15
113,+,11670,85,3
113,-,52810,4,35
97,+,68089,85,80
97,-,9230,39,73
97,-,29432,47,91
97,+,78561,76,67
113,-,64108,44,106
113,+,11343,8,51
97,/,75993,60,5
97,-,89387,71,76
97,/,97913,24,5
113,-,13880,60,34
113,/,71965,15,51
113,+,56838,47,46
97,+,78561,60,51
113,+,46646,13,103
113,/,4030,59,68
113,/,90132,112,13
113,-,92447,27,99
113,/,98030,86,9
97,+,37093,62,4
113,+,58742,44,26
97,+,45468,11,83
97,/,13485,23,4
113,+,96626,25,36
113,/,90082,48,68
113,+,92437,1,4
113,/,28473,72,56
113,-,33576,17,111
113,+,73905,30,33
113,-,90132,44,27
113,/,22704,98,5
113,-,42439,61,3
97,/,35467,81,49
113,/,92437,57,39
113,/,87985,46,104
97,/,46992,91,31
113,-,64945,29,54
97,-,95595,42,8
113,+,22918,45,24
113,-,3935,90,3
113,/,71965,80,108
113,+,88107,49,16
113,-,28473,64,46
97,/,17531,33,46
113,-,54179,70,95
113,+,90132,99,57
97,/,56754,73,1
113,+,90764,71,96
113,+,51028,29,94
113,+,69342,43,3
97,/,66969,84,21
113,/,3935,27,32
113,+,18391,11,96
113,-,8764,85,91
113,/,88107,56,104
113,-,38353,79,80
113,/,40541,69,22
97,+,59127,4,58
113,/,61208,71,71
97,/,25040,13,83
113,-,45819,80,87
113,+,2527,29,70
113,+,38353,49,95
97,+,46992,76,23
113,/,11670,11,43
97,/,80549,92,2
113,-,54179,8,44
113,+,66178,82,42
113,+,42439,6,70
97,-,302,57,51
113,+,21170,4,43
113,+,99308,85,66
113,+,98030,9,68
113,/,10530,75,27
97,-,61954,52,16
97,/,78561,7,68
113,-,99308,57,37
113,+,85237,39,74
113,+,22088,7,60
97,-,51782,51,30
97,-,81815,30,14
97,+,3357,96,58
113,+,6496,1,56
97,-,7373,69,29
97,-,37093,31,8
97,-,34702,36,37
113,-,2296,27,9
113,/,6146,1,44
113,-,53879,77,14
97,+,83449,39,68
113,/,25005,18,33
113,-,52810,40,112
113,+,6146,90,21
113,-,46646,105,98
97,+,41940,59,95
113,+,6268,19,72
113,+,13469,79,101
113,-,25005,88,57
113,+,98030,55,1
97,-,97913,74,63
97,-,34913,35,55
113,+,88107,1,81
113,/,46526,29,22
113,/,22918,18,30
97,/,78561,26,14
97,-,84026,41,80
113,-,52810,85,67
113,+,22088,20,73
113,-,77452,62,98
113,+,60261,37,69
113,-,51677,51,98
113,+,2296,59,95
113,/,50938,72,29
97,-,31026,1,82
97,+,10109,72,93
113,+,90082,35,56
113,+,92542,26,21
97,+,29432,20,61
113,-,90082,4,17
113,/,28473,27,37
113,-,92542,71,37
97,+,41477,33,91
113,/,36672,45,23
113,-,6268,16,37
97,+,41940,50,86
97,/,49384,60,47
97,-,47058,54,56
113,+,52810,57,96
97,+,68089,19,14
113,+,6268,35,88
113,+,10530,45,66
113,/,6146,74,83
97,-,97317,50,73
113,/,12109,24,52
97,/,3080,50,61
113,-,88178,58,93
113,+,64108,86,10
97,+,22452,48,93
97,-,2688,34,35
97,+,84026,43,67
113,/,4738,60,78
97,-,45681,77,14
113,+,71965,89,73
97,/,66367,28,42
113,+,40358,38,55
113,/,35865,59,42
113,+,60444,84,73
97,-,25367,33,17
113,-,50938,55,33
97,-,49384,48,60
113,-,40358,72,58
97,-,45681,20,71
113,+,17221,39,84
97,-,97317,88,35
97,-,21691,48,12
113,-,60444,47,55
97,/,3357,8,31
97,/,45681,96,87
113,-,77503,36,62
113,-,95111,82,109
97,/,51782,73,30
113,/,61208,81,77
113,+,11343,56,99
97,/,17531,59,6
113,/,3489,47,74
113,-,53879,58,33
113,/,51028,105,33
97,-,75993,59,80
113,/,73905,61,81
113,/,42439,110,46
113,-,62226,106,83
113,+,62575,14,100
97,+,45681,31,25
97,/,39776,50,19
113,-,6268,100,66
113,+,6268,42,95
97,/,35942,65,67
113,+,6496,12,67
97,/,94353,89,90
97,-,89479,88,54
113,+,29229,92,54
97,/,45468,47,94
97,/,78480,29,87
113,-,84344,72,87
97,+,13485,83,85
97,+,5520,19,10
113,+,22918,89,68
97,/,55447,7,64
97,-,96984,24,57
97,-,81815,46,95
113,+,22088,95,35
113,/,4738,112,42
97,+,3080,77,53
97,/,31026,48,64
113,-,88625,45,101
113,+,67524,90,40
97,-,46204,44,85
97,-,49203,0,24
113,/,73905,81,8
113,/,95111,54,66
113,+,56838,64,63
113,-,12109,33,98
113,/,28473,11,102
113,-,11670,71,73
97,/,24506,37,80
113,+,45066,31,10
97,+,34702,10,83
97,/,56754,17,40
113,-,36672,39,21
97,+,69658,76,88
97,+,41940,76,15
113,+,78097,16,30
113,+,32138,44,90
113,+,77503,71,56
113,+,61208,14,89
97,/,49039,51,88
97,-,35467,68,91
97,+,39030,80,19
97,-,56754,51,55
113,+,60261,76,108
113,-,90082,50,84
113,/,56838,74,90
113,-,22704,50,54
97,+,84096,54,51
97,-,13485,46,53
113,-,60716,25,10
97,-,58237,88,46
97,-,96984,37,44
97,+,61954,36,7
113,-,60716,11,24
97,/,9313,43,22
113,-,66952,28,28
113,+,61208,0,75
113,/,84984,98,76
113,+,22088,87,27
113,+,45420,89,83
113,+,64945,12,95
113,/,60444,45,100
113,-,77503,52,46
113,/,87038,56,85
113,+,64460,107,44
97,-,36556,31,53
113,+,32155,91,41
97,/,77561,79,11
113,/,76255,88,75
113,+,92067,17,102
97,-,9297,36,46
97,+,80549,8,47
97,-,49203,29,92
113,-,67524,78,98
97,+,77561,73,34
113,/,62575,15,103
97,/,85802,53,66
113,/,22918,21,74
113,-,11670,53,91
113,/,51677,39,82
113,+,60444,67,56
97,+,49384,29,40
97,-,64490,39,43
113,/,88107,50,67
97,-,58237,96,38
113,-,51028,61,4
97,/,9313,84,13
113,/,4738,109,43
113,+,4030,51,13
113,+,35865,12,56
97,-,21582,92,53
97,+,71429,64,4
97,-,94353,44,25
113,/,35865,41,83
113,+,90764,1,26
113,-,77503,18,80
97,/,9127,27,47
113,/,44017,73,37
113,/,33576,113,71
113,/,36672,113,98
97,/,66732,96,16
113,/,11343,35,98
113,-,90132,92,92
113,/,15416,93,52
97,-,46204,11,21
113,+,38353,46,92
97,+,35467,73,38
113,-,84984,108,13
113,+,18628,41,24
113,/,92542,102,3
113,+,4738,79,71
113,-,92447,105,21
97,+,25040,96,13
97,+,89387,47,0
113,-,60716,24,11
113,+,40483,65,94
113,+,38124,20,63
97,+,36935,87,65
97,+,75993,87,32
113,-,13469,15,7
113,/,2296,62,37
113,/,7715,12,77
97,/,78745,14,95
97,-,76017,94,69
97,/,78561,21,55
113,/,32138,109,68
113,/,2527,68,37
97,-,9127,38,68
113,+,21170,47,86
97,/,34913,27,32
97,-,21691,64,93
113,/,4030,56,71
97,-,85802,27,27
113,+,22918,94,73
113,/,3935,11,18
113,-,99308,87,7
113,-,22088,67,99
113,+,22088,111,51
113,/,92447,54,16
97,+,3080,9,82
97,+,65197,55,68
97,+,31026,79,65
113,+,22088,50,103
97,+,31026,42,28
113,-,6496,108,60
97,/,22704,14,69
97,/,31026,51,26
97,+,39813,90,36
113,/,92447,96,58
113,+,2527,43,84
113,+,33576,20,35
113,+,36672,25,85
113,+,36672,96,43
113,+,4030,23,98
97,-,34702,4,69
113,-,62575,1,85
97,-,302,52,56
113,+,45066,67,46
97,+,41940,36,72
113,+,92437,98,101
113,-,92542,18,90
113,+,64460,2,52
113,-,92067,73,12
113,+,3935,74,54
113,-,5188,46,57
97,/,49039,14,10
113,+,32155,7,70
97,/,10109,80,29
113,+,53879,108,86
113,/,85237,47,5
113,-,96626,34,90
113,-,51028,26,39
113,/,13880,95,33
97,+,61954,45,16
113,/,66952,100,104
113,+,64108,14,51
97,+,75993,19,61
97,-,78745,0,78
97,/,89479,82,24
113,/,56838,100,3
97,-,83449,77,49
97,/,41477,54,89
113,+,33576,54,69
113,-,45819,29,25
113,+,17221,84,16
97,-,70596,36,41
97,-,51782,29,52
113,+,7715,65,96
113,+,44017,20,80
113,/,88625,85,25
97,+,3080,32,8
97,/,39776,5,1
113,-,32138,110,49
97,/,81815,21,15
97,/,37093,51,48
113,-,40358,27,103
113,/,78097,62,16
97,-,78745,55,23
113,-,45420,4,103
113,-,27885,106,94
113,/,45066,69,88
113,-,38353,86,73
113,+,65979,79,66
113,+,62226,18,94
113,-,84344,68,91
97,+,85802,87,44
97,+,49203,33,57
113,/,33576,6,59
97,-,34702,66,7
97,/,46204,50,51
113,/,74692,70,50
97,+,78561,34,25
113,-,6146,73,84
113,/,88178,109,17
97,+,47058,2,15
113,+,40358,73,90
97,+,46204,63,95
113,-,40541,6,81
97,/,75993,32,46
97,+,34913,13,6
97,-,49384,7,4
113,+,44017,112,59
113,+,61208,93,55
113,-,11670,20,11
97,+,76017,17,83
113,+,38286,71,50
113,+,78288,111,90
97,-,35467,20,42
113,/,99188,51,23
113,/,8764,49,65
113,-,32157,12,53
113,+,38353,103,36
97,-,65197,96,14
113,-,66952,75,94
97,/,83449,14,43
113,-,32155,69,107
113,-,29229,88,100
113,/,22088,51,94
97,-,27813,20,51
97,+,55447,46,9
113,+,62575,21,107
97,/,13470,17,16
113,/,78097,89,86
113,+,61208,34,109
97,-,35942,1,51
113,/,38286,10,99
97,-,70596,39,38
97,+,9078,28,85
113,+,90338,77,15
113,-,66952,30,26
113,-,17221,63,95
97,+,17918,69,42
97,-,85802,56,95
97,/,39030,77,21
113,-,73271,93,67
113,+,52810,28,67
113,+,32819,65,1
97,-,65197,3,10
113,-,32157,55,10
97,+,2688,76,48
113,/,29229,63,11
113,+,84984,43,51
113,/,47699,68,23
97,/,21582,79,79
97,-,78561,54,34
113,/,77452,36,4
113,-,38124,56,100
97,/,9078,63,47
113,+,88178,78,3
97,+,41940,40,76
113,-,40541,3,84
113,+,38124,109,39
113,/,3489,65,53
97,+,22704,61,67
113,+,22088,13,66
97,+,36556,4,88
113,+,40358,29,46
113,+,22918,103,82
97,/,24506,3,20
97,/,46992,50,66
113,-,65979,30,70
113,-,40541,78,9
97,+,34702,70,46
113,-,15416,58,103
113,-,78288,100,105
113,-,66952,109,60
113,/,32819,27,85
97,/,70596,3,58
113,-,51028,99,79
113,/,22088,26,58
97,/,21691,9,82
97,/,35942,48,69
97,+,66969,74,16
97,+,81815,79,26
97,-,35942,56,93
113,+,22088,61,1
97,+,76017,10,76
113,+,96626,44,55
113,/,29376,3,74
97,+,32087,51,31
97,/,302,58,5
113,-,32157,78,100
113,+,84984,104,112
113,/,76255,76,99
113,/,52810,93,2
113,/,60261,7,20
113,/,87985,68,50
113,/,60261,91,97
97,/,69912,6,12
113,+,78288,101,80
113,-,17221,24,21
113,+,71965,39,23
97,/,39855,45,12
